LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
8587-8,"Intravascular mean",Pres,Pt,"Pulmonary artery.wedge",Qn,,BP.VENOUS.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Pulmonary artery wedge Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Pulmonary artery.wedge:Qn:"
8548-0,"Intravascular systolic",Pres,Pt,"Digital artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Digital artery - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Digital artery.left:Qn:"
8549-8,"Intravascular systolic",Pres,Pt,"Digital artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Digital artery - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Digital artery.right:Qn:"
8509-2,"Intravascular systolic",Pres,Pt,"Dorsal pedal artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Dorsal pedal artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Dorsal pedal artery:Qn:"
8436-8,"Intravascular systolic",Pres,Pt,"Hepatic artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Hepatic artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Hepatic artery:Qn:"
8557-1,"Intravascular systolic",Pres,Pt,"Iliac artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Iliac artery - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Iliac artery.left:Qn:"
8558-9,"Intravascular systolic",Pres,Pt,"Iliac artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Iliac artery - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Iliac artery.right:Qn:"
8511-8,"Intravascular systolic",Pres,Pt,"Posterior tibial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Posterior tibial artery Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Posterior tibial artery:Qn:"
8567-0,"Intravascular systolic",Pres,Pt,"Radial artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Radial artery.left:Qn:"
8568-8,"Intravascular systolic",Pres,Pt,"Radial artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Radial artery.right:Qn:"
8443-4,"Intravascular systolic",Pres,Pt,"Renal artery.left",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Renal artery - left Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Renal artery.left:Qn:"
8444-2,"Intravascular systolic",Pres,Pt,"Renal artery.right",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Renal artery - right Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Renal artery.right:Qn:"
8569-6,"Intravascular systolic",Pres,Pt,"Retinal artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Retinal artery - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Retinal artery.left:Qn:"
8570-4,"Intravascular systolic",Pres,Pt,"Retinal artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Retinal artery - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Retinal artery.right:Qn:"
8439-2,"Intravascular systolic",Pres,Pt,"Superior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Superior mesenteric artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Superior mesenteric artery:Qn:"
8573-8,"Intravascular systolic",Pres,Pt,"Thumb arteries.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Thumb arteries - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Thumb arteries.left:Qn:"
8574-6,"Intravascular systolic",Pres,Pt,"Thumb arteries.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Thumb arteries - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Thumb arteries.right:Qn:"
8575-3,"Intravascular systolic",Pres,Pt,"Ulnar artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ulnar artery - left Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Ulnar artery.left:Qn:"
8576-1,"Intravascular systolic",Pres,Pt,"Ulnar artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ulnar artery - right Systolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:Pt:Ulnar artery.right:Qn:"
8465-7,"Intravascular diastolic",Pres,10H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 10 hour maximum",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:10H^max:Arterial system:Qn:"
8475-6,"Intravascular diastolic",Pres,10H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 10 hour minimum",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:10H^min:Arterial system:Qn:"
8466-5,"Intravascular diastolic",Pres,12H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 12 hour maximum",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:12H^max:Arterial system:Qn:"
8476-4,"Intravascular diastolic",Pres,12H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure 12 hour minimum",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:12H^min:Arterial system:Qn:"
8368-3,"Intravascular diastolic",Pres,Pt,Aorta.thoracic.ascending,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Ascending thoracic aorta Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Aorta.thoracic.ascending:Qn:"
75995-1,"Intravascular diastolic",Pres,Pt,"Arterial system",Qn,CNAP,BP.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure by Continuous non-invasive monitoring",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Arterial system:Qn:CNAP"
8496-2,"Intravascular diastolic",Pres,Pt,"Brachial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Brachial artery Diastolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:Pt:Brachial artery:Qn:"
8378-2,"Intravascular diastolic",Pres,Pt,"Celiac trunk artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Celiac trunk artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Celiac trunk artery:Qn:"
8498-8,"Intravascular diastolic",Pres,Pt,"Femoral artery",Qn,,BP.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Femoral artery Diastolic blood pressure",mm[Hg],1.0h(3),false,"Intravascular diastolic:Pres:Pt:Femoral artery:Qn:"
8383-2,"Intravascular diastolic",Pres,Pt,"Inferior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Inferior mesenteric artery Diastolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular diastolic:Pres:Pt:Inferior mesenteric artery:Qn:"
76286-4,"Intravascular diastolic",Pres,Pt,"Pulmonary capillaries",Qn,Estimated,BP.CENT.MOLEC,2.54,ACTIVE,2,Both,,"mm Hg","Pulmonary capillary Diastolic blood pressure",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Pulmonary capillaries:Qn:Estimated"
61003-0,"Intravascular diastolic",Pres,Pt,"Umbilical vein",Qn,,BP.CENT.MOLEC,2.70,ACTIVE,2,Both,,"mm Hg","Umbilical vein Diastolic blood pressure",mm[Hg],2.54,false,"Intravascular diastolic:Pres:Pt:Umbilical vein:Qn:"
8485-5,"Intravascular systolic",Pres,24H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 24 hour maximum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:24H^max:Arterial system:Qn:"
8495-4,"Intravascular systolic",Pres,24H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 24 hour minimum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:24H^min:Arterial system:Qn:"
8482-2,"Intravascular systolic",Pres,8H^max,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 8 hour maximum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:8H^max:Arterial system:Qn:"
8492-1,"Intravascular systolic",Pres,8H^min,"Arterial system",Qn,,BP.TIMED.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure 8 hour minimum",mm[Hg],1.0h(3),false,"Intravascular systolic:Pres:8H^min:Arterial system:Qn:"
8423-6,"Intravascular systolic",Pres,Pt,Aorta.thoracic.ascending,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Ascending thoracic aorta Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Aorta.thoracic.ascending:Qn:"
8438-4,"Intravascular systolic",Pres,Pt,"Inferior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Inferior mesenteric artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Inferior mesenteric artery:Qn:"
8441-8,"Intravascular systolic",Pres,Pt,"Pulmonary artery.left",Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Left pulmonary artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Pulmonary artery.left:Qn:"
8442-6,"Intravascular systolic",Pres,Pt,"Pulmonary artery.right",Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Right pulmonary artery Systolic blood pressure",mm[Hg],1.0h(2),false,"Intravascular systolic:Pres:Pt:Pulmonary artery.right:Qn:"
73782-5,"Neonatal pressure ulcer risk evaluation",Imp,Pt,^Patient,Ord,NSRAS,SURVEY.NSRAS,2.56,ACTIVE,4,Observation,"Copyright © 1997 Barbara Huffines. Used with permission.",,"Neonatal pressure ulcer risk evaluation [NSRAS]",,2.44,false,"Neonatal pressure ulcer risk evaluation:Imp:Pt:^Patient:Ord:NSRAS"
54946-9,"Number of pressure injuries - unstageable due to coverage of wound bed by slough &or eschar",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries - unstageable due to coverage of wound bed by slough/eschar [CMS Assessment]",{#},2.27,false,"Number of pressure injuries - unstageable due to coverage of wound bed by slough &or eschar:Num:Pt:^Patient:Qn:CMS Assessment"
54893-3,"Number of pressure injuries - unstageable due to non-removable dressing or device",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries - unstageable due to non-removable dressing or device [CMS Assessment]",{#},2.27,false,"Number of pressure injuries - unstageable due to non-removable dressing or device:Num:Pt:^Patient:Qn:CMS Assessment"
54950-1,"Number of pressure injuries - unstageable with suspected deep tissue injury in evolution",Num,Pt,^Patient,Qn,"CMS Assessment",SURVEY.CMS,2.63,ACTIVE,4,Observation,,#,"Number of pressure injuries - unstageable with suspected deep tissue injury in evolution [CMS Assessment]",{#},2.27,false,"Number of pressure injuries - unstageable with suspected deep tissue injury in evolution:Num:Pt:^Patient:Qn:CMS Assessment"
52476-9,"Number of unhealed pressure ulcers at each stage - at assessment and onset during this service",-,Pt,^Patient,-,,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Number of unhealed pressure ulcers at each stage - at assessment and onset during this service",,2.26,false,"Number of unhealed pressure ulcers at each stage - at assessment and onset during this service:-:Pt:^Patient:-:"
52574-1,"One or more unhealed pressure ulcer(s) at stage 2 or higher",Find,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"One or more unhealed pressure ulcer(s) at stage 2 or higher [CARE]",,2.26,false,"One or more unhealed pressure ulcer(s) at stage 2 or higher:Find:Pt:^Patient:Ord:CARE"
20065-9,"Pressure.airway^on ventilator.volume targeted control",Pres,Pt,"Respiratory system.airway",Qn,"Airway pressure monitor",PULM,2.48,ACTIVE,2,,,"cm H2O","Airway pressure by Airway pressure monitor --on ventilator.volume targeted control",cm[H2O],1.0l,false,"Pressure.airway^on ventilator.volume targeted control:Pres:Pt:Respiratory system.airway:Qn:Airway pressure monitor"
76257-5,Pressure,Pres,Pt,Cylinder.air,Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Air cylinder Pressure",cm[H2O],2.56,false,Pressure:Pres:Pt:Cylinder.air:Qn:
76258-3,Pressure,Pres,Pt,Pipeline.air,Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Air pipeline Pressure",cm[H2O],2.56,false,Pressure:Pres:Pt:Pipeline.air:Qn:
76298-9,Pressure,Pres,Pt,Stomach,Qn,,GI,2.54,ACTIVE,2,Both,,kpa,"Gastric pressure",kPa,2.54,false,Pressure:Pres:Pt:Stomach:Qn:
54878-4,"Pressure injury risk by resident has a stage 1 or greater, a scar over bony prominence, or a non-removable dressing, device in last 7D",Find,7D,^Patient,Ord,MDSv3,SURVEY.MDS,2.64,ACTIVE,4,,,,"Pressure injury risk by resident has a stage 1 or greater, a scar over bony prominence, or a non-removable dressing, device in last 7 days [MDSv3]",,2.27,false,"Pressure injury risk by resident has a stage 1 or greater, a scar over bony prominence, or a non-removable dressing, device in last 7D:Find:7D:^Patient:Ord:MDSv3"
76253-4,Pressure,Pres,Pt,"Cylinder.nitrous oxide",Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Nitrous oxide cylinder Pressure",cm[H2O],2.56,false,"Pressure:Pres:Pt:Cylinder.nitrous oxide:Qn:"
76255-9,Pressure,Pres,Pt,Cylinder.oxygen,Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Oxygen cylinder Pressure",cm[H2O],2.56,false,Pressure:Pres:Pt:Cylinder.oxygen:Qn:
76254-2,Pressure,Pres,Pt,"Pipeline.nitrous oxide",Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Nitrous oxide pipeline Pressure",cm[H2O],2.56,false,"Pressure:Pres:Pt:Pipeline.nitrous oxide:Qn:"
76256-7,Pressure,Pres,Pt,Pipeline.oxygen,Qn,,DEVICES,2.69,ACTIVE,2,Observation,,"cm H2O","Oxygen pipeline Pressure",cm[H2O],2.56,false,Pressure:Pres:Pt:Pipeline.oxygen:Qn:
62393-4,"PhenX - preg high blood pressure protocol 040401",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.66,TRIAL,2,,,,"PhenX - preg high blood pressure protocol 040401",,2.36,true,"PhenX - preg high blood pressure protocol 040401:-:Pt:^Patient:-:PhenX"
60949-5,Pressure.mean,Pres,Pt,"Respiratory system.airway",Qn,,PULM,2.70,ACTIVE,2,,,"cm H2O","Mean airway pressure",cm[H2O],2.58,false,"Pressure.mean:Pres:Pt:Respiratory system.airway:Qn:"
8400-4,"Intrachamber mean",Pres,Pt,Heart.atrium.right,Qn,,BP.CENT.MOLEC,2.30,ACTIVE,2,,,"mm Hg","Right atrial Intrachamber mean pressure",mm[Hg],1.0h(2),false,"Intrachamber mean:Pres:Pt:Heart.atrium.right:Qn:"
89281-0,"Intravascular diastolic^during anesthesia",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.64,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure--during anesthesia",mm[Hg],2.64,false,"Intravascular diastolic^during anesthesia:Pres:Pt:Arterial system:Qn:"
8447-5,"Intravascular diastolic^inspiration",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure--inspiration",mm[Hg],1.0h(2),false,"Intravascular diastolic^inspiration:Pres:Pt:Arterial system:Qn:"
8453-3,"Intravascular diastolic^sitting",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure--sitting",mm[Hg],1.0h(2),false,"Intravascular diastolic^sitting:Pres:Pt:Arterial system:Qn:"
8503-5,"Intravascular mean",Pres,Pt,"Dorsal pedal artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Dorsal pedal artery Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Dorsal pedal artery:Qn:"
8412-9,"Intravascular mean",Pres,Pt,"Inferior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Inferior mesenteric artery Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Inferior mesenteric artery:Qn:"
8505-0,"Intravascular mean",Pres,Pt,"Posterior tibial artery",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Posterior tibial artery Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Posterior tibial artery:Qn:"
8415-2,"Intravascular mean",Pres,Pt,"Pulmonary artery.left",Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Left pulmonary artery Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Pulmonary artery.left:Qn:"
8542-3,"Intravascular mean",Pres,Pt,"Radial artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Radial artery.left:Qn:"
8543-1,"Intravascular mean",Pres,Pt,"Radial artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Radial artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Radial artery.right:Qn:"
8588-6,"Intravascular mean",Pres,Pt,"Subclavian vein.left",Qn,,BP.VENOUS.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Subclavian vein - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Subclavian vein.left:Qn:"
8589-4,"Intravascular mean",Pres,Pt,"Subclavian vein.right",Qn,,BP.VENOUS.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Subclavian vein - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Subclavian vein.right:Qn:"
8413-7,"Intravascular mean",Pres,Pt,"Superior mesenteric artery",Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Superior mesenteric artery Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Superior mesenteric artery:Qn:"
8544-9,"Intravascular mean",Pres,Pt,"Ulnar artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ulnar artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Ulnar artery.left:Qn:"
8545-6,"Intravascular mean",Pres,Pt,"Ulnar artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Ulnar artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Ulnar artery.right:Qn:"
8586-0,"Intravascular mean",Pres,Pt,"Vena cava.inferior",Qn,,BP.VENOUS.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Inferior vena cava Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Vena cava.inferior:Qn:"
87741-5,"Intravascular systolic^post exercise",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.63,ACTIVE,2,Both,,"mm Hg","Systolic blood pressure--post exercise",mm[Hg],2.63,false,"Intravascular systolic^post exercise:Pres:Pt:Arterial system:Qn:"
8460-8,"Intravascular systolic^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular systolic^standing:Pres:Pt:Arterial system:Qn:"
8461-6,"Intravascular systolic^supine",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Systolic blood pressure--supine",mm[Hg],1.0h(2),false,"Intravascular systolic^supine:Pres:Pt:Arterial system:Qn:"
52575-8,"Number of pressure ulcers at assessment - stage 2",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers at assessment - stage 2 [CARE]",,2.26,false,"Number of pressure ulcers at assessment - stage 2:Num:Pt:^Patient:Ord:CARE"
52576-6,"Number of pressure ulcers at assessment - stage 3",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers at assessment - stage 3 [CARE]",,2.26,false,"Number of pressure ulcers at assessment - stage 3:Num:Pt:^Patient:Ord:CARE"
52577-4,"Number of pressure ulcers at assessment - stage 4",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers at assessment - stage 4 [CARE]",,2.26,false,"Number of pressure ulcers at assessment - stage 4:Num:Pt:^Patient:Ord:CARE"
55763-7,"Number of unhealed pressure ulcers at each stage - at assessment",-,Pt,^Patient,-,,SURVEY.CARE,2.64,DISCOURAGED,4,,,,"Number of unhealed pressure ulcers at each stage - at assessment",,2.27,false,"Number of unhealed pressure ulcers at each stage - at assessment:-:Pt:^Patient:-:"
41901-0,Class,Type,Pt,"Blood pressure device",Nom,,DEVICES,2.27,ACTIVE,2,Observation,,,"Type of Blood pressure device",,2.16,false,"Class:Type:Pt:Blood pressure device:Nom:"
76252-6,Pressure,Pres,Pt,"Pleural space",Qn,,PULM,2.69,ACTIVE,2,Observation,,"cm H2O","Pressure Pleural space",cm[H2O],2.58,false,"Pressure:Pres:Pt:Pleural space:Qn:"
81447-5,"Expiratory pressure.max^post bronchodilation",Pres,Pt,"Respiratory system",Qn,,PULM,2.56,ACTIVE,2,Both,,"cm H2O","Maximum expiratory pressure Respiratory system --post bronchodilation",cm[H2O],2.56,false,"Expiratory pressure.max^post bronchodilation:Pres:Pt:Respiratory system:Qn:"
8404-6,"Intrachamber mean",Pres,Pt,Heart.ventricle.left,Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Left ventricular Intrachamber mean pressure",mm[Hg],1.0h(2),false,"Intrachamber mean:Pres:Pt:Heart.ventricle.left:Qn:"
8406-1,"Intrachamber mean",Pres,Pt,Heart.ventricle.right,Qn,,BP.CENT.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Right ventricular Intrachamber mean pressure",mm[Hg],1.0h(2),false,"Intrachamber mean:Pres:Pt:Heart.ventricle.right:Qn:"
8454-1,"Intravascular diastolic^standing",Pres,Pt,"Arterial system",Qn,,BP.PSTN.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Diastolic blood pressure--standing",mm[Hg],1.0h(2),false,"Intravascular diastolic^standing:Pres:Pt:Arterial system:Qn:"
87740-7,"Intravascular diastolic^W exercise",Pres,Pt,"Arterial system",Qn,,BP.MOLEC,2.63,ACTIVE,2,Both,,"mm Hg","Diastolic blood pressure--W exercise",mm[Hg],2.63,false,"Intravascular diastolic^W exercise:Pres:Pt:Arterial system:Qn:"
8394-9,"Intravascular mean",Pres,Pt,Aorta.abdominal.distal,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Distal abdominal aorta Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Aorta.abdominal.distal:Qn:"
8395-6,"Intravascular mean",Pres,Pt,Aorta.abdominal.proximal,Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Proximal abdominal aorta Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Aorta.abdominal.proximal:Qn:"
8534-0,"Intravascular mean",Pres,Pt,"Femoral artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Femoral artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Femoral artery.left:Qn:"
8536-5,"Intravascular mean",Pres,Pt,"Great toe arteries.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Great toe arteries - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Great toe arteries.left:Qn:"
8537-3,"Intravascular mean",Pres,Pt,"Great toe arteries.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Great toe arteries - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Great toe arteries.right:Qn:"
8397-2,"Intravascular mean",Pres,Pt,"Aorta.thoracic.proximal ascending",Qn,,BP.CENT.MOLEC,2.54,ACTIVE,2,,,"mm Hg","Proximal ascending thoracic aorta Mean blood pressure",mm[Hg],1.0h(2),false,"Intravascular mean:Pres:Pt:Aorta.thoracic.proximal ascending:Qn:"
8530-8,"Intravascular mean",Pres,Pt,"Brachial artery.left",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Brachial artery - left Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Brachial artery.left:Qn:"
8531-6,"Intravascular mean",Pres,Pt,"Brachial artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Brachial artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Brachial artery.right:Qn:"
8535-7,"Intravascular mean",Pres,Pt,"Femoral artery.right",Qn,,BP.MOLEC,2.40,ACTIVE,2,,,"mm Hg","Femoral artery - right Mean blood pressure",mm[Hg],1.0h(3),false,"Intravascular mean:Pres:Pt:Femoral artery.right:Qn:"
52582-4,"Number of pressure ulcers onset during this service - unstageable",Num,Pt,^Patient,Ord,CARE,SURVEY.CARE,2.63,DISCOURAGED,4,,,,"Number of pressure ulcers onset during this service - unstageable [CARE]",,2.26,false,"Number of pressure ulcers onset during this service - unstageable:Num:Pt:^Patient:Ord:CARE"
76212-0,Intravascular,Pres,Pt,"Arterial system",Qn,Invasive,BP.MOLEC,2.56,ACTIVE,2,Observation,,"mm Hg","Invasive Blood pressure",mm[Hg],2.54,false,"Intravascular:Pres:Pt:Arterial system:Qn:Invasive"
