LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
71609-2,Macrophages/leukocytes,NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
95221-8,"Metamyelocytes/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Metamyelocytes/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
50725-1,"Monoblasts/100 leukocytes",NFr,Pt,"Bone mar",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monoblasts/100 leukocytes in Bone marrow by Manual count",%,2.22,false,"Monoblasts/100 leukocytes:NFr:Pt:Bone mar:Qn:Manual count"
71604-3,Monocytes/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
32806-2,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Bronchial specimen by Manual count",%,2.09,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
95213-5,"Basophils/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Basophils/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
31995-4,"Basophils/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Pleural fluid by Manual count",%,2.07,false,"Basophils/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
68396-1,"Basophils/100 leukocytes",NFr,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,%,"Basophils/100 leukocytes in Vitreous fluid by Manual count",%,2.38,false,"Basophils/100 leukocytes:NFr:Pt:Vitr fld:Qn:Manual count"
23823-8,"Basophils/100 leukocytes",NFr,Pt,XXX,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Specimen by Manual count",%,1.0n,false,"Basophils/100 leukocytes:NFr:Pt:XXX:Qn:Manual count"
71595-3,Basophils/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
71602-7,Basophils/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
71631-6,Basophils/leukocytes,NFr.DF,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Peritoneal fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Periton fld:Qn:Manual count"
71612-6,Basophils/leukocytes,NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
13521-0,"Blasts/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0k,false,"Blasts/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
46702-7,Leukocytes,Naric,Pt,"Urine sed",Qn,"Automated count",UA,2.70,ACTIVE,1,Observation,,/HPF,"Leukocytes [#/area] in Urine sediment by Automated count",/[HPF],2.19,false,"Leukocytes:Naric:Pt:Urine sed:Qn:Automated count"
40543-1,"Leukocytes other/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Bronchial specimen by Manual count",%,2.15,false,"Leukocytes other/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14858-5,"Leukocytes other/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Leukocytes other/100 leukocytes in Pleural fluid by Manual count",%,1.0k,false,"Leukocytes other/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
71601-9,"Leukocytes other/leukocytes",NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Leukocytes other/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Leukocytes other/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
70034-4,"Lipophages/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Lipophages/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.40,false,"Lipophages/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
57840-1,"Eosinophils/100 leukocytes",NFr,Pt,"Dial fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Eosinophils/100 leukocytes in Dialysis fluid by Manual count",%,2.36,false,"Eosinophils/100 leukocytes:NFr:Pt:Dial fld:Qn:Manual count"
9727-9,"Eosinophils/100 leukocytes",NFr,Pt,Nose,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,%,"Eosinophils/100 leukocytes in Nose by Manual count",%,1.0i,false,"Eosinophils/100 leukocytes:NFr:Pt:Nose:Qn:Manual count"
68403-5,"Eosinophils/100 leukocytes",NFr,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,%,"Eosinophils/100 leukocytes in Vitreous fluid by Manual count",%,2.38,false,"Eosinophils/100 leukocytes:NFr:Pt:Vitr fld:Qn:Manual count"
71603-5,Eosinophils/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
71613-4,Eosinophils/leukocytes,NFr.DF,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Pleural fluid by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Plr fld:Qn:Manual count"
95224-2,"Myelocytes/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Myelocytes/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Myelocytes/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
32804-7,"Neutrophils/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Bronchial specimen by Manual count",%,2.09,false,"Neutrophils/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
14847-8,"Neutrophils/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Pericardial fluid by Manual count",%,1.0k,false,"Neutrophils/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
13836-2,"Neutrophils/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Peritoneal fluid by Manual count",%,1.0k,false,"Neutrophils/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
14848-6,"Neutrophils/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Pleural fluid by Manual count",%,1.0k,false,"Neutrophils/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
95843-9,"Neutrophils/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.69,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Sputum by Manual count",%,2.69,false,"Neutrophils/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
71598-7,Neutrophils/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Neutrophils/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Neutrophils/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
70035-1,"Siderophages/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Siderophages/100 leukocytes in Cerebral spinal fluid by Manual count",%,2.40,false,"Siderophages/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
32155-4,"Basophils+Eosinophils+Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Automated count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils+Eosinophils+Monocytes/100 leukocytes in Blood by Automated count",%,2.07,false,"Basophils+Eosinophils+Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count"
62442-9,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Synv fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Synovial fluid by Automated count",%,2.36,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Synv fld:Qn:Automated count"
48040-0,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.40,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/100 leukocytes [Ratio] in Synovial fluid by Manual count",/100{WBCs},2.21,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Synv fld:Qn:Manual count"
62440-3,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid by Automated count",%,2.36,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Body fld:Qn:Automated count"
62441-1,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,CSF,Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Automated count",%,2.36,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:CSF:Qn:Automated count"
57845-0,Leukocytes,NCnc,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Body fluid by Automated count",10*3/uL,2.29,false,"Leukocytes:NCnc:Pt:Body fld:Qn:Automated count"
6743-9,Leukocytes,NCnc,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Body fluid by Manual count",/uL,1.0h(2),false,"Leukocytes:NCnc:Pt:Body fld:Qn:Manual count"
82587-7,Leukocytes,NCnc,Pt,"Bone mar",Qn,"Automated count",HEM/BC,2.58,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Bone marrow by Automated count",10*9/L,2.58,false,"Leukocytes:NCnc:Pt:Bone mar:Qn:Automated count"
805-2,Leukocytes,NCnc,Pt,CSF,Qn,"Automated count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Cerebral spinal fluid by Automated count",10*3/uL,1.0,false,"Leukocytes:NCnc:Pt:CSF:Qn:Automated count"
806-0,Leukocytes,NCnc,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid by Manual count",/uL,1.0,false,"Leukocytes:NCnc:Pt:CSF:Qn:Manual count"
99775-9,Leukocytes,NCnc,Pt,"Dial fld prt",Qn,"Automated count",HEM/BC,2.72,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Peritoneal dialysis fluid by Automated count",10*9/L,2.72,false,"Leukocytes:NCnc:Pt:Dial fld prt:Qn:Automated count"
40533-2,Leukocytes,NCnc,Pt,"Dial fld prt",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Peritoneal dialysis fluid by Manual count",/uL,2.15,false,"Leukocytes:NCnc:Pt:Dial fld prt:Qn:Manual count"
62251-4,Leukocytes,NCnc,Pt,"Plr fld^Fetus",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Pleural fluid from Fetus by Automated count",/uL,2.34,false,"Leukocytes:NCnc:Pt:Plr fld^Fetus:Qn:Automated count"
72348-6,Leukocytes,NCnc,Pt,"Prostatic fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Both,,10*6/L,"Leukocytes [#/volume] in Prostatic fluid by Manual count",10*6/L,2.42,false,"Leukocytes:NCnc:Pt:Prostatic fld:Qn:Manual count"
814-4,Leukocytes,NCnc,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Synovial fluid by Manual count",/uL,1.0,false,"Leukocytes:NCnc:Pt:Synv fld:Qn:Manual count"
68434-0,Leukocytes,NCnc,Pt,"Vitr fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Vitreous fluid by Automated count",10*3/uL,2.38,false,"Leukocytes:NCnc:Pt:Vitr fld:Qn:Automated count"
13351-2,"Leukocytes other",NCnc,Pt,CSF,Qn,"Manual count",HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes other [#/volume] in Cerebral spinal fluid by Manual count",10*3/uL,1.0j-a,false,"Leukocytes other:NCnc:Pt:CSF:Qn:Manual count"
68428-2,"Leukocytes other",NCnc,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Pericardial fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Pericard fld:Qn:Manual count"
68429-0,"Leukocytes other",NCnc,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Peritoneal fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Periton fld:Qn:Manual count"
68433-2,"Leukocytes other",NCnc,Pt,"Vitr fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Both,,10*9/L,"Leukocytes other [#/volume] in Vitreous fluid by Manual count",10*3/uL,2.38,false,"Leukocytes other:NCnc:Pt:Vitr fld:Qn:Manual count"
70126-8,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Both,,/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Pleural fluid",10*3/uL,2.40,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:Plr fld:Qn:"
30401-4,Leukocytes,NCnc,Pt,Bronchial,Qn,,HEM/BC,2.19,ACTIVE,1,Observation,,,"Leukocytes [#/volume] in Bronchial specimen",,2.04,false,Leukocytes:NCnc:Pt:Bronchial:Qn:
26467-1,Leukocytes,NCnc,Pt,"Plr fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Pleural fluid",10*3/uL,2.00,false,"Leukocytes:NCnc:Pt:Plr fld:Qn:"
10579-1,Leukocytes,NCnc,Pt,Semen,Qn,,FERT,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Semen",10*3/uL,1.0i,false,Leukocytes:NCnc:Pt:Semen:Qn:
55376-8,"Megaloblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Megaloblasts/100 leukocytes in Blood by Manual count",%,2.27,false,"Megaloblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
62245-6,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,Bld^Fetus,Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/100 leukocytes [Ratio] in Blood from Fetus by Automated count",/100{WBCs},2.34,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Bld^Fetus:Qn:Automated count"
6690-2,Leukocytes,NCnc,Pt,Bld,Qn,"Automated count",HEM/BC,2.52,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Blood by Automated count",10*3/uL,1.0g,false,"Leukocytes:NCnc:Pt:Bld:Qn:Automated count"
51383-8,"Leukocytes other",NCnc,Pt,Bld,Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes other [#/volume] in Blood by Automated count",10*3/uL,2.22,false,"Leukocytes other:NCnc:Pt:Bld:Qn:Automated count"
729-4,"Leukocytes other",NCnc,Pt,Bld,Qn,"Manual count",HEM/BC,2.40,ACTIVE,1,Observation,,10*9/L,"Leukocytes other [#/volume] in Blood by Manual count",10*3/uL,1.0,false,"Leukocytes other:NCnc:Pt:Bld:Qn:Manual count"
707-0,"Basophils/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Blood by Manual count",%,1.0,false,"Basophils/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
744-3,"Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Blood by Manual count",%,1.0,false,"Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
33831-9,"Lymphoblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Lymphoblasts/100 leukocytes in Blood by Manual count",%,2.09,false,"Lymphoblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
62858-6,"Micromegakaryocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Micromegakaryocytes/100 leukocytes in Blood by Manual count",%,2.36,false,"Micromegakaryocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
33840-0,"Monoblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monoblasts/100 leukocytes in Blood by Manual count",%,2.09,false,"Monoblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
709-6,"Blasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Blood by Manual count",%,1.0,false,"Blasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
71669-6,Blasts/leukocytes,NFr.DF,Pt,Bld,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Blasts/Leukocytes [Pure number fraction] in Blood by Manual count",,2.42,false,"Blasts/leukocytes:NFr.DF:Pt:Bld:Qn:Manual count"
15190-2,"Leukocytes other",Prid,Pt,Bld,Nom,"Automated count",HEM/BC,2.07,ACTIVE,1,Observation,,,"Leukocytes other [Identifier] in Blood by Automated count",,1.0k,false,"Leukocytes other:Prid:Pt:Bld:Nom:Automated count"
747-6,"Myeloblasts/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Myeloblasts/100 leukocytes in Blood by Manual count",%,1.0,false,"Myeloblasts/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
6746-2,"Prolymphocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Prolymphocytes/100 leukocytes in Blood by Manual count",%,1.0h(2),false,"Prolymphocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
13599-6,"Promonocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Promonocytes/100 leukocytes in Blood by Manual count",%,1.0k,false,"Promonocytes/100 leukocytes:NFr:Pt:Bld:Qn:Manual count"
95218-4,Leukocytes,NCnc,Pt,"^Stem cell product",Qn,,HEM/BC,2.68,ACTIVE,1,Both,,10*9/L,"Leukocytes [#/volume] in Stem cell product",10*9/L,2.68,false,"Leukocytes:NCnc:Pt:^Stem cell product:Qn:"
26466-3,Leukocytes,NCnc,Pt,"Body fld",Qn,,HEM/BC,2.40,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] in Body fluid",10*3/uL,2.00,false,"Leukocytes:NCnc:Pt:Body fld:Qn:"
26465-5,Leukocytes,NCnc,Pt,CSF,Qn,,HEM/BC,2.42,ACTIVE,1,Observation,,10*6/L,"Leukocytes [#/volume] in Cerebral spinal fluid",/uL,2.00,false,Leukocytes:NCnc:Pt:CSF:Qn:
53518-7,Leukocytes,NCnc,Pt,"Dial fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*9/L,"Leukocytes [#/volume] in Dialysis fluid",10*3/uL,2.26,false,"Leukocytes:NCnc:Pt:Dial fld:Qn:"
49928-5,Leukocytes,NCnc,Pt,"Dial fld prt",Qn,,HEM/BC,2.70,ACTIVE,1,Both,,/L,"Leukocytes [#/volume] in Peritoneal dialysis fluid",10*3/uL,2.22,false,"Leukocytes:NCnc:Pt:Dial fld prt:Qn:"
30402-2,Leukocytes,NCnc,Pt,"Gast fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Gastric fluid",10*3/uL,2.04,false,"Leukocytes:NCnc:Pt:Gast fld:Qn:"
30403-0,Leukocytes,NCnc,Pt,"Pericard fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Pericardial fluid",10*3/uL,2.04,false,"Leukocytes:NCnc:Pt:Pericard fld:Qn:"
26468-9,Leukocytes,NCnc,Pt,"Periton fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] in Peritoneal fluid",10*3/uL,2.00,false,"Leukocytes:NCnc:Pt:Periton fld:Qn:"
30404-8,Leukocytes,NCnc,Pt,Stool,Qn,,HEM/BC,2.40,ACTIVE,1,Observation,,/mL,"Leukocytes [#/volume] in Stool",/mL,2.04,false,Leukocytes:NCnc:Pt:Stool:Qn:
20408-1,Leukocytes,NCnc,Pt,Urine,Qn,"Test strip",UA,2.70,ACTIVE,1,Observation,,"Leu/uL; WBCS/uL","Leukocytes [#/volume] in Urine by Test strip",/uL,1.0m,false,"Leukocytes:NCnc:Pt:Urine:Qn:Test strip"
67830-0,"Leukocytes other",NCnc,Pt,"Pericard fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,10*6/L,"Leukocytes other [#/volume] in Pericardial fluid",/uL,2.38,false,"Leukocytes other:NCnc:Pt:Pericard fld:Qn:"
35054-6,"Leukocytes other",NCnc,Pt,"Periton fld",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes other [#/volume] in Peritoneal fluid",10*3/uL,2.11,false,"Leukocytes other:NCnc:Pt:Periton fld:Qn:"
12179-8,"Basophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Body fluid by Manual count",%,1.0j-a,false,"Basophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13520-2,"Basophils/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.36,DEPRECATED,1,Observation,,%,"Deprecated Basophils/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Basophils/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13519-4,"Basophils/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0k,false,"Basophils/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
40540-7,"Basophils/100 leukocytes",NFr,Pt,"Dial fld prt",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Peritoneal dialysis fluid by Manual count",%,2.15,false,"Basophils/100 leukocytes:NFr:Pt:Dial fld prt:Qn:Manual count"
57836-9,"Basophils/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Synovial fluid by Manual count",%,2.36,false,"Basophils/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
10330-9,"Monocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Body fluid by Manual count",%,1.0i,false,"Monocytes/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
17286-6,"Monocytes/100 leukocytes",NFr,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Synovial fluid by Manual count",%,1.0l,false,"Monocytes/100 leukocytes:NFr:Pt:Synv fld:Qn:Manual count"
32027-5,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Pericardial fluid by Manual count",%,2.07,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Pericard fld:Qn:Manual count"
32029-1,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Periton fld",Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Peritoneal fluid by Manual count",%,2.07,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Periton fld:Qn:Manual count"
23903-8,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,XXX,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Specimen by Manual count",%,1.0o,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:XXX:Qn:Manual count"
